"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 30 00:08:09 CST 2019","Tue Apr 30 00:08:09 CST 2019","118","","role based menu and user menu check createdAdmin","","role based menu and user menu check createdAdmin","_testUserMenuStats should be {""isDashboardVisible"":true,""isStaticVisible"":true,""isLogsVisible"":true,""isProtectionVisible"":true,""isAccountVisible"":true,""isSystemVisible"":true,""isScheudleReportVisible"":true,""isSystemSettingVisible"":true,""isSystemUpdateVisible"":true,""isNetworkSettingsVisible"":true,""isLicenseVisible"":true,""isSSLCertificateVisbile"":true}","_testUserMenuStats should be {""isDashboardVisible"":true,""isStaticVisible"":true,""isLogsVisible"":true,""isProtectionVisible"":true,""isAccountVisible"":true,""isSystemVisible"":true,""isScheudleReportVisible"":true,""isSystemSettingVisible"":true,""isSystemUpdateVisible"":true,""isNetworkSettingsVisible"":true,""isLicenseVisible"":true,""isSSLCertificateVisbile"":true}",""
"passed","Mon Apr 29 23:34:51 CST 2019","Mon Apr 29 23:34:51 CST 2019","45","","protection waf features:  off","","protection waf features:  off","check inject query will not be rejected","check inject query will not be rejected",""
"passed","Tue Apr 30 00:08:23 CST 2019","Tue Apr 30 00:08:23 CST 2019","26","","Network settings: dns","","Network settings: dns","check resolv.conf value","check resolv.conf value",""
"passed","Mon Apr 29 23:58:41 CST 2019","Mon Apr 29 23:58:54 CST 2019","13181","","created admin account management","","created admin account management","change type from admin to viewer : enabled","change type from admin to viewer : enabled",""
"passed","Mon Apr 29 23:24:00 CST 2019","Mon Apr 29 23:24:00 CST 2019","25","","protection web standard security scheme: crack  false","","protection web standard security scheme: crack  false","check conf file min and max level include crack false","check conf file min and max level include crack false",""
"passed","Tue Apr 30 00:15:59 CST 2019","Tue Apr 30 00:16:01 CST 2019","2249","","dashboard","","dashboard","created admin click protected profile name","created admin click protected profile name",""
"passed","Mon Apr 29 23:57:43 CST 2019","Mon Apr 29 23:57:56 CST 2019","13351","","default admin account management","","default admin account management","can enable Viewer","can enable Viewer",""
"passed","Tue Apr 30 00:01:47 CST 2019","Tue Apr 30 00:01:50 CST 2019","3079","","Profile basic setting: health exam  TCP","","Profile basic setting: health exam  TCP","check uistatus","check uistatus",""
"passed","Mon Apr 29 23:30:22 CST 2019","Mon Apr 29 23:30:22 CST 2019","46","","protection basic settings: IP based on: with 1 IP","","protection basic settings: IP based on: with 1 IP","not in the list, curl should not be reloaded nor rejected, curl=/155655178006089","not in the list, curl should not be reloaded nor rejected, curl=/155655178006089",""
"passed","Tue Apr 30 00:19:34 CST 2019","Tue Apr 30 00:19:37 CST 2019","3040","","Log output: formatted log set udp: error log","","Log output: formatted log set udp: error log","check ui: protocol and server and srouce","check ui: protocol and server and srouce",""
"passed","Tue Apr 30 00:07:05 CST 2019","Tue Apr 30 00:07:05 CST 2019","23","","set maxium upload file size to 500","","set maxium upload file size to 500","check conf file","check conf file",""
"passed","Tue Apr 30 00:00:02 CST 2019","Tue Apr 30 00:00:04 CST 2019","2295","","dashboard","","dashboard","admin click protected profile name","admin click protected profile name",""
"passed","Mon Apr 29 23:30:12 CST 2019","Mon Apr 29 23:30:12 CST 2019","45","","protection basic settings: IP based off: with one subnet","","protection basic settings: IP based off: with one subnet","off: in the range, response should not include corejs, curl=/155655178006089","off: in the range, response should not include corejs, curl=/155655178006089",""
"passed","Tue Apr 30 00:10:43 CST 2019","Tue Apr 30 00:10:43 CST 2019","1","","Log output: formatted log set tcp: normal log","","Log output: formatted log set tcp: normal log","check the parsed log is outputed to logserver: abnormal log should not be there","check the parsed log is outputed to logserver: abnormal log should not be there",""
"passed","Tue Apr 30 00:12:01 CST 2019","Tue Apr 30 00:12:01 CST 2019","2","","protection invalid request policy:  redirect","","protection invalid request policy:  redirect","check uistatus","check uistatus",""
"passed","Tue Apr 30 00:09:22 CST 2019","Tue Apr 30 00:09:25 CST 2019","2811","","Log output: raw set tcp","","Log output: raw set tcp","check ui","check ui",""
